Date,Close_Actual,Close_Predicted,Volume_Actual,Volume_Predicted
2020-01-25,36596.683594,30511.909383005917,22445028430.000004,29014246030.637466
2020-01-26,36585.703125,30353.222365825484,11886022717.0,28879870431.60463
2020-01-27,37386.546875,30193.322310976062,12915986553.0,28753878108.57442
2020-01-28,37476.957031,30113.73980986497,20888209068.0,28696356179.221363
2020-01-29,35813.8125,30149.162919807874,25172163756.0,28731016292.575977
2020-01-30,37432.339844,30193.33034433811,24397247860.000004,28771580784.35041
2020-01-31,37289.621094,30255.592916877507,14214948217.0,28825431435.004875
2020-02-01,37720.28125,30348.81606674312,22922957822.999996,28901346366.043064
2020-02-02,37796.792969,30485.6041389855,9099571165.0,29009225478.571014
2020-02-03,37479.121094,30666.788586576437,13744796068.000002,29146516658.62161
2020-02-04,37254.167969,30854.3876737613,19002925720.0,29280455574.2195
2020-02-05,37831.085938,30996.224714049742,21696137014.0,29369949529.674927
2020-02-06,37858.492188,31092.930326362402,20728546658.0,29418254039.218483
2020-02-07,37712.746094,31154.939847997342,18115982627.0,29436814392.639156
2020-02-08,38688.75,31186.25389325359,23512784001.999996,29430810649.126354
2020-02-09,39476.332031,31237.60314345317,15534035612.0,29442687392.608562
2020-02-10,39978.390625,31378.243212796722,15769696322.0,29527377830.27957
2020-02-11,41980.097656,31637.684656761125,39856129827.0,29706386660.157368
2020-02-12,44080.648438,32075.848322849288,36312154535.0,30033025869.49762
2020-02-13,43746.445313,32747.32090616543,29909761586.0,30557652641.47521
2020-02-14,43292.664063,33585.46566853597,27635760671.0,31227334145.11033
2020-02-15,44166.60156299999,34436.06214207819,24421116687.0,31912893144.655613
2020-02-16,43725.984375,35214.290073626835,17368210171.0,32541555168.985275
2020-02-17,43779.699219,35818.93713476131,13000481418.0,33026195335.650246
2020-02-18,41243.832031,36202.85552363223,40632672038.0,33324698534.451405
2020-02-19,41450.222656,36188.10627091533,24779520132.0,33299485949.54268
2020-02-20,42890.742188,35810.51013797481,26797884674.0,32984713024.201164
2020-02-21,43023.972656,35262.52639603349,25578530178.0,32539505110.224804
2020-02-22,41929.757813,34735.69851304096,19639442462.0,32122407058.078857
2020-02-23,42240.117188,34309.31175571259,14386729589.999998,31797927732.07553
2020-02-24,41364.664063,34042.98170379353,16678702876.0,31609165433.8603
2020-02-25,42623.539063,33901.90783289948,25224642008.0,31520275513.575367
2020-02-26,42270.527344,33912.8211552393,23171001281.0,31549201215.116577
2020-02-27,43652.25,34042.335018148806,27868908174.0,31666713511.92204
2020-02-28,43869.152344,34316.421281123505,22452766169.0,31894541980.904373
2020-02-29,43997.902344,34716.54697792272,21028503216.0,32217287647.52225
2020-03-01,43739.542969,35182.88766138808,13507796558.0,32584763295.207203
2020-03-02,43016.117188,35619.53703873052,18830554085.0,32915377108.266727
2020-03-03,43613.140625,35905.93844572211,21115795370.0,33111557795.13432
2020-03-04,42520.402344,36032.2349471321,30026850981.999996,33168852230.72187
2020-03-05,43442.855469,35949.178016936006,25260941032.0,33054451630.249264
2020-03-06,42627.855469,35737.41056003503,22992093014.0,32837846187.03215
2020-03-07,42099.402344,35444.4699963378,26000021055.0,32561218997.912224
2020-03-08,42156.902344,35093.99047698436,16013925945.0,32246498369.988068
2020-03-09,42265.1875,34742.21356966046,16397498810.0,31938712379.605705
